prompt,response
"111,SuperiorCard,33339067552676,4,2006,2013-11-14 00:00:00","{'creditcardid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'cardtype': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'cardnumber': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'expmonth': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'expyear': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"165,EM,False,,Chris,T,Preston,,0,,'<IndividualSurvey xmlns=''http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey''><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>',9f2d6941-1de5-4076-9817-7eccf6c47d55,2009-01-15 00:00:00","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'persontype': {'type': 'character', 'constraints': ['NO CONSTRAINT']}, 'namestyle': {'type': 'boolean', 'constraints': ['NO CONSTRAINT']}, 'title': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'firstname': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'middlename': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'lastname': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'suffix': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'emailpromotion': {'type': 'integer', 'constraints': ['NO CONSTRAINT']}, 'additionalcontactinfo': {'type': 'xml', 'constraints': ['NO CONSTRAINT']}, 'demographics': {'type': 'xml', 'constraints': ['NO CONSTRAINT']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"671,19154,2011-08-01 00:00:00","{'businessentityid': {'type': 'integer', 'constraints': ['FOREIGN KEY', 'PRIMARY KEY']}, 'creditcardid': {'type': 'integer', 'constraints': ['FOREIGN KEY', 'PRIMARY KEY']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"85,2009-12-11 00:00:00,15,1,2014-06-30 00:00:00","{'businessentityid': {'type': 'integer', 'constraints': ['FOREIGN KEY', 'PRIMARY KEY']}, 'ratechangedate': {'type': 'timestamp without time zone', 'constraints': ['PRIMARY KEY']}, 'rate': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'payfrequency': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"683,14497,2012-05-30 00:00:00","{'businessentityid': {'type': 'integer', 'constraints': ['FOREIGN KEY', 'PRIMARY KEY']}, 'creditcardid': {'type': 'integer', 'constraints': ['FOREIGN KEY', 'PRIMARY KEY']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"43710,9,2011-06-02 00:00:00","{'salesorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'salesreasonid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"1656,MOUNTAIN0001,Mountain Works,1,False,True,,2012-02-02 00:00:00","{'businessentityid': {'type': 'integer', 'constraints': ['FOREIGN KEY', 'PRIMARY KEY']}, 'accountnumber': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'name': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'creditrating': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'preferredvendorstatus': {'type': 'boolean', 'constraints': ['NO CONSTRAINT']}, 'activeflag': {'type': 'boolean', 'constraints': ['NO CONSTRAINT']}, 'purchasingwebserviceurl': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"46,723,11,0,2011-06-03 00:00:00,2011-06-13 00:00:00,2011-06-14 00:00:00,,2011-06-13 00:00:00","{'workorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'productid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'orderqty': {'type': 'integer', 'constraints': ['NO CONSTRAINT']}, 'scrappedqty': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'startdate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'enddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'duedate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'scrapreasonid': {'type': 'smallint', 'constraints': ['FOREIGN KEY']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"361,1496,17,47.48,49.854,2011-08-05 00:00:00,1,5,,CS ,2011-08-05 00:00:00","{'productid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'businessentityid': {'type': 'integer', 'constraints': ['FOREIGN KEY', 'PRIMARY KEY']}, 'averageleadtime': {'type': 'integer', 'constraints': ['NO CONSTRAINT']}, 'standardprice': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'lastreceiptcost': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'lastreceiptdate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'minorderqty': {'type': 'integer', 'constraints': ['NO CONSTRAINT']}, 'maxorderqty': {'type': 'integer', 'constraints': ['NO CONSTRAINT']}, 'onorderqty': {'type': 'integer', 'constraints': ['NO CONSTRAINT']}, 'unitmeasurecode': {'type': 'character', 'constraints': ['FOREIGN KEY']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"27,66,2011-12-29 00:00:00,3,346,41.244,3.00,0.00,2011-12-22 00:00:00","{'purchaseorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'purchaseorderdetailid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'duedate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'orderqty': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'productid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'unitprice': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'receivedqty': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'rejectedqty': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"158,4,4,256,1688,4,2012-05-30 00:00:00,2012-06-08 00:00:00,125.748,10.0598,3.1437,2012-06-08 00:00:00","{'purchaseorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'status': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'employeeid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'vendorid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'shipmethodid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'subtotal': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'taxamt': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'freight': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"157,wJzKJZFjpcLsLPB+LVSujpnifEaAcL50TaEFjHc9xA0=,T5Snuo4=,30ce026b-6cda-429f-8f35-088965e1d29b,2009-01-27 00:00:00","{'businessentityid': {'type': 'integer', 'constraints': ['FOREIGN KEY', 'PRIMARY KEY']}, 'passwordhash': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'passwordsalt': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"171,8668 Via Neruda,,Bellevue,79,98004,<memory at 0x000001E010B987C0>,f84f334a-19e9-4a44-952e-a857d027e9c6,2009-02-23 00:00:00","{'addressid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'addressline1': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'addressline2': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'city': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'stateprovinceid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'postalcode': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'spatiallocation': {'type': 'bytea', 'constraints': ['NO CONSTRAINT']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"138,baDhUe5uSliO1QispvR7PazqBPhe2UM5xFvJYa9iAd4=,U5OYnlY=,71e1488d-e28b-48c8-8180-dcb59e368500,2009-01-28 00:00:00","{'businessentityid': {'type': 'integer', 'constraints': ['FOREIGN KEY', 'PRIMARY KEY']}, 'passwordhash': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'passwordsalt': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"56,735,11,0,2011-06-03 00:00:00,2011-06-13 00:00:00,2011-06-14 00:00:00,,2011-06-13 00:00:00","{'workorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'productid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'orderqty': {'type': 'integer', 'constraints': ['NO CONSTRAINT']}, 'scrappedqty': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'startdate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'enddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'duedate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'scrapreasonid': {'type': 'smallint', 'constraints': ['FOREIGN KEY']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"ES,ESP,2014-02-08 10:17:21.510000","{'countryregioncode': {'type': 'character varying', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'currencycode': {'type': 'character', 'constraints': ['FOREIGN KEY', 'PRIMARY KEY']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"20,47,2011-12-29 00:00:00,60,506,9.198,60.00,0.00,2011-12-22 00:00:00","{'purchaseorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'purchaseorderdetailid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'duedate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'orderqty': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'productid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'unitprice': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'receivedqty': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'rejectedqty': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"3,568204da-93d7-42f4-8a7a-4446a144277d,2017-12-13 13:20:24.540000","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"9,31,3,7,Canadian GST,f4fde24b-7a53-4340-9d10-173e9424864a,2008-04-30 00:00:00","{'salestaxrateid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'stateprovinceid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'taxtype': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'taxrate': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'name': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"109,333-555-0173,1,2008-11-30 00:00:00","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'phonenumber': {'type': 'character varying', 'constraints': ['PRIMARY KEY']}, 'phonenumbertypeid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"DJ,Djibouti,2008-04-30 00:00:00","{'countryregioncode': {'type': 'character varying', 'constraints': ['PRIMARY KEY']}, 'name': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"43669,110,B65C-4867-86,1,747,1,714.7043,0,3c261d27-41f1-4ff6-b6bc-07e6e32b4988,2011-05-31 00:00:00","{'salesorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'salesorderdetailid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'carriertrackingnumber': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'orderqty': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'productid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'specialofferid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'unitprice': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'unitpricediscount': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"46,2011-06-03 00:00:00,USD,EUR,0.9617,0.9617,2011-06-03 00:00:00","{'currencyrateid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'currencyratedate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'fromcurrencycode': {'type': 'character', 'constraints': ['FOREIGN KEY']}, 'tocurrencycode': {'type': 'character', 'constraints': ['FOREIGN KEY']}, 'averagerate': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'endofdayrate': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"73,4,4,257,1674,2,2012-02-09 00:00:00,2012-02-18 00:00:00,944.37,75.5496,23.6093,2012-02-18 00:00:00","{'purchaseorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'status': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'employeeid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'vendorid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'shipmethodid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'subtotal': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'taxamt': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'freight': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"43668,106,365D-4C9A-BE,3,722,1,178.5808,0,ca82fe43-5c94-4c25-8587-8e7ff1708fa5,2011-05-31 00:00:00","{'salesorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'salesorderdetailid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'carriertrackingnumber': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'orderqty': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'productid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'specialofferid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'unitprice': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'unitpricediscount': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"80,4,4,260,1580,5,2012-02-09 00:00:00,2012-02-18 00:00:00,150.7905,12.0632,3.7698,2012-02-18 00:00:00","{'purchaseorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'status': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'employeeid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'vendorid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'shipmethodid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'subtotal': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'taxamt': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'freight': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"40,40,jolynn0@adventure-works.com,a7150ac4-a013-4a90-abdf-084a527ca233,2007-12-19 00:00:00","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'emailaddressid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'emailaddress': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"83,2011-06-06 00:00:00,USD,CNY,8.2784,8.2784,2011-06-06 00:00:00","{'currencyrateid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'currencyratedate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'fromcurrencycode': {'type': 'character', 'constraints': ['FOREIGN KEY']}, 'tocurrencycode': {'type': 'character', 'constraints': ['FOREIGN KEY']}, 'averagerate': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'endofdayrate': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"90,82638150,adventure-works\danielle0,Production Technician - WC10,1986-09-07,S,F,2010-02-20,False,97,68,True,bb886159-1400-4264-b7c9-a3769beb1274,2014-06-30 00:00:00,/3/1/8/3/","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'nationalidnumber': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'loginid': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'jobtitle': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'birthdate': {'type': 'date', 'constraints': ['NO CONSTRAINT']}, 'maritalstatus': {'type': 'character', 'constraints': ['NO CONSTRAINT']}, 'gender': {'type': 'character', 'constraints': ['NO CONSTRAINT']}, 'hiredate': {'type': 'date', 'constraints': ['NO CONSTRAINT']}, 'salariedflag': {'type': 'boolean', 'constraints': ['NO CONSTRAINT']}, 'vacationhours': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'sickleavehours': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'currentflag': {'type': 'boolean', 'constraints': ['NO CONSTRAINT']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'organizationnode': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}}"
"MP,Northern Mariana Islands,2008-04-30 00:00:00","{'countryregioncode': {'type': 'character varying', 'constraints': ['PRIMARY KEY']}, 'name': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"8,15,2011-05-14 00:00:00,3,407,43.2705,3.00,0.00,2011-05-07 00:00:00","{'purchaseorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'purchaseorderdetailid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'duedate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'orderqty': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'productid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'unitprice': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'receivedqty': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'rejectedqty': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"67,4,4,255,1632,5,2012-01-24 00:00:00,2012-02-02 00:00:00,62092.8,4967.424,1552.32,2012-02-02 00:00:00","{'purchaseorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'status': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'employeeid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'vendorid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'shipmethodid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'subtotal': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'taxamt': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'freight': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"322,Irregulars Outlet,288,'<StoreSurvey xmlns=''http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey''><AnnualSales>300000</AnnualSales><AnnualRevenue>30000</AnnualRevenue><BankName>Primary International</BankName><BusinessType>BM</BusinessType><YearOpened>1984</YearOpened><Specialty>Mountain</Specialty><SquareFeet>7000</SquareFeet><Brands>AW</Brands><Internet>DSL</Internet><NumberEmployees>5</NumberEmployees></StoreSurvey>',cde66279-83d8-4340-a83c-e86e15514ac4,2014-09-12 11:15:07.497000","{'businessentityid': {'type': 'integer', 'constraints': ['FOREIGN KEY', 'PRIMARY KEY']}, 'name': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'salespersonid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'demographics': {'type': 'xml', 'constraints': ['NO CONSTRAINT']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"153,221,2,a4d33365-3d34-4c37-909d-058868f35d88,2014-09-12 11:15:06.967000","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'addressid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'addresstypeid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"275,2012-08-30 00:00:00,1324000,59fd606c-22ff-4f43-951b-74fca7758ede,2012-07-16 00:00:00","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'quotadate': {'type': 'timestamp without time zone', 'constraints': ['PRIMARY KEY']}, 'salesquota': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"141,804,1,10,2011-06-04 00:00:00,2011-06-15 00:00:00,2011-06-09 00:00:00,2011-06-15 00:00:00,4.1000,92.25,92.25,2011-06-15 00:00:00","{'workorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'productid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'operationsequence': {'type': 'smallint', 'constraints': ['PRIMARY KEY']}, 'locationid': {'type': 'smallint', 'constraints': ['FOREIGN KEY']}, 'scheduledstartdate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'scheduledenddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'actualstartdate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'actualenddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'actualresourcehrs': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'plannedcost': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'actualcost': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"68,156,2012-02-07 00:00:00,550,332,10.815,550.00,0.00,2012-01-31 00:00:00","{'purchaseorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'purchaseorderdetailid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'duedate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'orderqty': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'productid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'unitprice': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'receivedqty': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'rejectedqty': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"9,9,gigi0@adventure-works.com,f888a16d-0c33-459e-9d72-d16ae0bb1f43,2009-01-09 00:00:00","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'emailaddressid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'emailaddress': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
