prompt,response
"36,4,4,253,1570,2,2012-01-16 00:00:00,2012-01-25 00:00:00,50860.425,4068.834,1271.5106,2012-01-25 00:00:00","{'purchaseorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': []}, 'status': {'type': 'smallint', 'constraints': ['CHECK']}, 'employeeid': {'type': 'integer', 'constraints': []}, 'vendorid': {'type': 'integer', 'constraints': []}, 'shipmethodid': {'type': 'integer', 'constraints': []}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'subtotal': {'type': 'numeric', 'constraints': ['CHECK']}, 'taxamt': {'type': 'numeric', 'constraints': ['CHECK']}, 'freight': {'type': 'numeric', 'constraints': ['CHECK']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"37,4,4,255,1516,1,2012-01-16 00:00:00,2012-01-25 00:00:00,454.86,36.3888,11.3715,2012-01-25 00:00:00","{'purchaseorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': []}, 'status': {'type': 'smallint', 'constraints': ['CHECK']}, 'employeeid': {'type': 'integer', 'constraints': []}, 'vendorid': {'type': 'integer', 'constraints': []}, 'shipmethodid': {'type': 'integer', 'constraints': []}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'subtotal': {'type': 'numeric', 'constraints': ['CHECK']}, 'taxamt': {'type': 'numeric', 'constraints': ['CHECK']}, 'freight': {'type': 'numeric', 'constraints': ['CHECK']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"38,6,4,256,1506,5,2012-01-16 00:00:00,2012-01-25 00:00:00,43878.45,3510.276,1096.9613,2012-01-25 00:00:00","{'purchaseorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': []}, 'status': {'type': 'smallint', 'constraints': ['CHECK']}, 'employeeid': {'type': 'integer', 'constraints': []}, 'vendorid': {'type': 'integer', 'constraints': []}, 'shipmethodid': {'type': 'integer', 'constraints': []}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'subtotal': {'type': 'numeric', 'constraints': ['CHECK']}, 'taxamt': {'type': 'numeric', 'constraints': ['CHECK']}, 'freight': {'type': 'numeric', 'constraints': ['CHECK']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"39,4,4,252,1626,2,2012-01-16 00:00:00,2012-01-25 00:00:00,7132.125,570.57,178.3031,2012-01-25 00:00:00","{'purchaseorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': []}, 'status': {'type': 'smallint', 'constraints': ['CHECK']}, 'employeeid': {'type': 'integer', 'constraints': []}, 'vendorid': {'type': 'integer', 'constraints': []}, 'shipmethodid': {'type': 'integer', 'constraints': []}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'subtotal': {'type': 'numeric', 'constraints': ['CHECK']}, 'taxamt': {'type': 'numeric', 'constraints': ['CHECK']}, 'freight': {'type': 'numeric', 'constraints': ['CHECK']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"40,4,4,260,1542,2,2012-01-16 00:00:00,2012-01-25 00:00:00,28343.7,2267.496,708.5925,2012-01-25 00:00:00","{'purchaseorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': []}, 'status': {'type': 'smallint', 'constraints': ['CHECK']}, 'employeeid': {'type': 'integer', 'constraints': []}, 'vendorid': {'type': 'integer', 'constraints': []}, 'shipmethodid': {'type': 'integer', 'constraints': []}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'subtotal': {'type': 'numeric', 'constraints': ['CHECK']}, 'taxamt': {'type': 'numeric', 'constraints': ['CHECK']}, 'freight': {'type': 'numeric', 'constraints': ['CHECK']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"41,4,4,258,1610,4,2012-01-16 00:00:00,2012-01-25 00:00:00,22516.725,1801.338,562.9181,2012-01-25 00:00:00","{'purchaseorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': []}, 'status': {'type': 'smallint', 'constraints': ['CHECK']}, 'employeeid': {'type': 'integer', 'constraints': []}, 'vendorid': {'type': 'integer', 'constraints': []}, 'shipmethodid': {'type': 'integer', 'constraints': []}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'subtotal': {'type': 'numeric', 'constraints': ['CHECK']}, 'taxamt': {'type': 'numeric', 'constraints': ['CHECK']}, 'freight': {'type': 'numeric', 'constraints': ['CHECK']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"42,5,4,254,1638,5,2012-01-16 00:00:00,2012-01-25 00:00:00,34644.225,2771.538,866.1056,2012-01-25 00:00:00","{'purchaseorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': []}, 'status': {'type': 'smallint', 'constraints': ['CHECK']}, 'employeeid': {'type': 'integer', 'constraints': []}, 'vendorid': {'type': 'integer', 'constraints': []}, 'shipmethodid': {'type': 'integer', 'constraints': []}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'subtotal': {'type': 'numeric', 'constraints': ['CHECK']}, 'taxamt': {'type': 'numeric', 'constraints': ['CHECK']}, 'freight': {'type': 'numeric', 'constraints': ['CHECK']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"43,4,4,257,1582,5,2012-01-16 00:00:00,2012-01-25 00:00:00,427.9275,34.2342,10.6982,2012-01-25 00:00:00","{'purchaseorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': []}, 'status': {'type': 'smallint', 'constraints': ['CHECK']}, 'employeeid': {'type': 'integer', 'constraints': []}, 'vendorid': {'type': 'integer', 'constraints': []}, 'shipmethodid': {'type': 'integer', 'constraints': []}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'subtotal': {'type': 'numeric', 'constraints': ['CHECK']}, 'taxamt': {'type': 'numeric', 'constraints': ['CHECK']}, 'freight': {'type': 'numeric', 'constraints': ['CHECK']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"44,4,3,261,1510,5,2012-01-16 00:00:00,2012-01-25 00:00:00,143.0415,11.4433,3.576,2012-01-25 00:00:00","{'purchaseorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': []}, 'status': {'type': 'smallint', 'constraints': ['CHECK']}, 'employeeid': {'type': 'integer', 'constraints': []}, 'vendorid': {'type': 'integer', 'constraints': []}, 'shipmethodid': {'type': 'integer', 'constraints': []}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'subtotal': {'type': 'numeric', 'constraints': ['CHECK']}, 'taxamt': {'type': 'numeric', 'constraints': ['CHECK']}, 'freight': {'type': 'numeric', 'constraints': ['CHECK']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"45,4,4,250,1526,2,2012-01-16 00:00:00,2012-01-25 00:00:00,28199.325,2255.946,704.9831,2012-01-25 00:00:00","{'purchaseorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': []}, 'status': {'type': 'smallint', 'constraints': ['CHECK']}, 'employeeid': {'type': 'integer', 'constraints': []}, 'vendorid': {'type': 'integer', 'constraints': []}, 'shipmethodid': {'type': 'integer', 'constraints': []}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'subtotal': {'type': 'numeric', 'constraints': ['CHECK']}, 'taxamt': {'type': 'numeric', 'constraints': ['CHECK']}, 'freight': {'type': 'numeric', 'constraints': ['CHECK']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"46,4,4,253,1644,1,2012-01-16 00:00:00,2012-01-25 00:00:00,3713.325,297.066,92.8331,2012-01-25 00:00:00","{'purchaseorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': []}, 'status': {'type': 'smallint', 'constraints': ['CHECK']}, 'employeeid': {'type': 'integer', 'constraints': []}, 'vendorid': {'type': 'integer', 'constraints': []}, 'shipmethodid': {'type': 'integer', 'constraints': []}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'subtotal': {'type': 'numeric', 'constraints': ['CHECK']}, 'taxamt': {'type': 'numeric', 'constraints': ['CHECK']}, 'freight': {'type': 'numeric', 'constraints': ['CHECK']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"47,4,4,255,1680,5,2012-01-16 00:00:00,2012-01-25 00:00:00,63831.075,5106.486,1595.7769,2012-01-25 00:00:00","{'purchaseorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': []}, 'status': {'type': 'smallint', 'constraints': ['CHECK']}, 'employeeid': {'type': 'integer', 'constraints': []}, 'vendorid': {'type': 'integer', 'constraints': []}, 'shipmethodid': {'type': 'integer', 'constraints': []}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'subtotal': {'type': 'numeric', 'constraints': ['CHECK']}, 'taxamt': {'type': 'numeric', 'constraints': ['CHECK']}, 'freight': {'type': 'numeric', 'constraints': ['CHECK']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"48,4,4,256,1584,5,2012-01-16 00:00:00,2012-01-25 00:00:00,16340.31,1307.2248,408.5078,2012-01-25 00:00:00","{'purchaseorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': []}, 'status': {'type': 'smallint', 'constraints': ['CHECK']}, 'employeeid': {'type': 'integer', 'constraints': []}, 'vendorid': {'type': 'integer', 'constraints': []}, 'shipmethodid': {'type': 'integer', 'constraints': []}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'subtotal': {'type': 'numeric', 'constraints': ['CHECK']}, 'taxamt': {'type': 'numeric', 'constraints': ['CHECK']}, 'freight': {'type': 'numeric', 'constraints': ['CHECK']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"49,4,4,259,1620,5,2012-01-20 00:00:00,2012-01-29 00:00:00,5711.475,456.918,142.7869,2012-01-29 00:00:00","{'purchaseorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': []}, 'status': {'type': 'smallint', 'constraints': ['CHECK']}, 'employeeid': {'type': 'integer', 'constraints': []}, 'vendorid': {'type': 'integer', 'constraints': []}, 'shipmethodid': {'type': 'integer', 'constraints': []}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'subtotal': {'type': 'numeric', 'constraints': ['CHECK']}, 'taxamt': {'type': 'numeric', 'constraints': ['CHECK']}, 'freight': {'type': 'numeric', 'constraints': ['CHECK']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"50,5,4,260,1666,5,2012-01-20 00:00:00,2012-01-29 00:00:00,429.345,34.3476,10.7336,2012-01-29 00:00:00","{'purchaseorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': []}, 'status': {'type': 'smallint', 'constraints': ['CHECK']}, 'employeeid': {'type': 'integer', 'constraints': []}, 'vendorid': {'type': 'integer', 'constraints': []}, 'shipmethodid': {'type': 'integer', 'constraints': []}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'subtotal': {'type': 'numeric', 'constraints': ['CHECK']}, 'taxamt': {'type': 'numeric', 'constraints': ['CHECK']}, 'freight': {'type': 'numeric', 'constraints': ['CHECK']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"51,4,4,258,1592,2,2012-01-20 00:00:00,2012-01-29 00:00:00,97.965,7.8372,2.4491,2012-01-29 00:00:00","{'purchaseorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': []}, 'status': {'type': 'smallint', 'constraints': ['CHECK']}, 'employeeid': {'type': 'integer', 'constraints': []}, 'vendorid': {'type': 'integer', 'constraints': []}, 'shipmethodid': {'type': 'integer', 'constraints': []}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'subtotal': {'type': 'numeric', 'constraints': ['CHECK']}, 'taxamt': {'type': 'numeric', 'constraints': ['CHECK']}, 'freight': {'type': 'numeric', 'constraints': ['CHECK']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"52,4,4,254,1618,4,2012-01-20 00:00:00,2012-01-29 00:00:00,114.471,9.1577,2.8618,2012-01-29 00:00:00","{'purchaseorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': []}, 'status': {'type': 'smallint', 'constraints': ['CHECK']}, 'employeeid': {'type': 'integer', 'constraints': []}, 'vendorid': {'type': 'integer', 'constraints': []}, 'shipmethodid': {'type': 'integer', 'constraints': []}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'subtotal': {'type': 'numeric', 'constraints': ['CHECK']}, 'taxamt': {'type': 'numeric', 'constraints': ['CHECK']}, 'freight': {'type': 'numeric', 'constraints': ['CHECK']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"53,4,4,252,1612,4,2012-01-24 00:00:00,2012-02-02 00:00:00,132.6465,10.6117,3.3162,2012-02-02 00:00:00","{'purchaseorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': []}, 'status': {'type': 'smallint', 'constraints': ['CHECK']}, 'employeeid': {'type': 'integer', 'constraints': []}, 'vendorid': {'type': 'integer', 'constraints': []}, 'shipmethodid': {'type': 'integer', 'constraints': []}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'subtotal': {'type': 'numeric', 'constraints': ['CHECK']}, 'taxamt': {'type': 'numeric', 'constraints': ['CHECK']}, 'freight': {'type': 'numeric', 'constraints': ['CHECK']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"54,6,3,261,1586,5,2012-01-24 00:00:00,2012-02-02 00:00:00,43878.45,3510.276,1096.9613,2012-02-02 00:00:00","{'purchaseorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': []}, 'status': {'type': 'smallint', 'constraints': ['CHECK']}, 'employeeid': {'type': 'integer', 'constraints': []}, 'vendorid': {'type': 'integer', 'constraints': []}, 'shipmethodid': {'type': 'integer', 'constraints': []}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'subtotal': {'type': 'numeric', 'constraints': ['CHECK']}, 'taxamt': {'type': 'numeric', 'constraints': ['CHECK']}, 'freight': {'type': 'numeric', 'constraints': ['CHECK']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"55,4,4,251,1500,1,2012-01-24 00:00:00,2012-02-02 00:00:00,418.95,33.516,10.4738,2012-02-02 00:00:00","{'purchaseorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': []}, 'status': {'type': 'smallint', 'constraints': ['CHECK']}, 'employeeid': {'type': 'integer', 'constraints': []}, 'vendorid': {'type': 'integer', 'constraints': []}, 'shipmethodid': {'type': 'integer', 'constraints': []}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'subtotal': {'type': 'numeric', 'constraints': ['CHECK']}, 'taxamt': {'type': 'numeric', 'constraints': ['CHECK']}, 'freight': {'type': 'numeric', 'constraints': ['CHECK']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"56,4,4,253,1656,4,2012-01-24 00:00:00,2012-02-02 00:00:00,525.7665,42.0613,13.1442,2012-02-02 00:00:00","{'purchaseorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': []}, 'status': {'type': 'smallint', 'constraints': ['CHECK']}, 'employeeid': {'type': 'integer', 'constraints': []}, 'vendorid': {'type': 'integer', 'constraints': []}, 'shipmethodid': {'type': 'integer', 'constraints': []}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'subtotal': {'type': 'numeric', 'constraints': ['CHECK']}, 'taxamt': {'type': 'numeric', 'constraints': ['CHECK']}, 'freight': {'type': 'numeric', 'constraints': ['CHECK']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"57,4,4,255,1572,1,2012-01-24 00:00:00,2012-02-02 00:00:00,461.79,36.9432,11.5448,2012-02-02 00:00:00","{'purchaseorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': []}, 'status': {'type': 'smallint', 'constraints': ['CHECK']}, 'employeeid': {'type': 'integer', 'constraints': []}, 'vendorid': {'type': 'integer', 'constraints': []}, 'shipmethodid': {'type': 'integer', 'constraints': []}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'subtotal': {'type': 'numeric', 'constraints': ['CHECK']}, 'taxamt': {'type': 'numeric', 'constraints': ['CHECK']}, 'freight': {'type': 'numeric', 'constraints': ['CHECK']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"58,4,4,256,1562,4,2012-01-24 00:00:00,2012-02-02 00:00:00,630.378,50.4302,15.7595,2012-02-02 00:00:00","{'purchaseorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': []}, 'status': {'type': 'smallint', 'constraints': ['CHECK']}, 'employeeid': {'type': 'integer', 'constraints': []}, 'vendorid': {'type': 'integer', 'constraints': []}, 'shipmethodid': {'type': 'integer', 'constraints': []}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'subtotal': {'type': 'numeric', 'constraints': ['CHECK']}, 'taxamt': {'type': 'numeric', 'constraints': ['CHECK']}, 'freight': {'type': 'numeric', 'constraints': ['CHECK']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"59,9,4,259,1662,2,2012-01-24 00:00:00,2012-02-02 00:00:00,37.0755,2.966,0.9269,2012-02-02 00:00:00","{'purchaseorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': []}, 'status': {'type': 'smallint', 'constraints': ['CHECK']}, 'employeeid': {'type': 'integer', 'constraints': []}, 'vendorid': {'type': 'integer', 'constraints': []}, 'shipmethodid': {'type': 'integer', 'constraints': []}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'subtotal': {'type': 'numeric', 'constraints': ['CHECK']}, 'taxamt': {'type': 'numeric', 'constraints': ['CHECK']}, 'freight': {'type': 'numeric', 'constraints': ['CHECK']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"60,4,4,260,1682,4,2012-01-24 00:00:00,2012-02-02 00:00:00,21558.075,1724.646,538.9519,2012-02-02 00:00:00","{'purchaseorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': []}, 'status': {'type': 'smallint', 'constraints': ['CHECK']}, 'employeeid': {'type': 'integer', 'constraints': []}, 'vendorid': {'type': 'integer', 'constraints': []}, 'shipmethodid': {'type': 'integer', 'constraints': []}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'subtotal': {'type': 'numeric', 'constraints': ['CHECK']}, 'taxamt': {'type': 'numeric', 'constraints': ['CHECK']}, 'freight': {'type': 'numeric', 'constraints': ['CHECK']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"61,4,4,258,1686,4,2012-01-24 00:00:00,2012-02-02 00:00:00,507.087,40.567,12.6772,2012-02-02 00:00:00","{'purchaseorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': []}, 'status': {'type': 'smallint', 'constraints': ['CHECK']}, 'employeeid': {'type': 'integer', 'constraints': []}, 'vendorid': {'type': 'integer', 'constraints': []}, 'shipmethodid': {'type': 'integer', 'constraints': []}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'subtotal': {'type': 'numeric', 'constraints': ['CHECK']}, 'taxamt': {'type': 'numeric', 'constraints': ['CHECK']}, 'freight': {'type': 'numeric', 'constraints': ['CHECK']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"62,4,4,254,1684,5,2012-01-24 00:00:00,2012-02-02 00:00:00,41048.7,3283.896,1026.2175,2012-02-02 00:00:00","{'purchaseorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': []}, 'status': {'type': 'smallint', 'constraints': ['CHECK']}, 'employeeid': {'type': 'integer', 'constraints': []}, 'vendorid': {'type': 'integer', 'constraints': []}, 'shipmethodid': {'type': 'integer', 'constraints': []}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'subtotal': {'type': 'numeric', 'constraints': ['CHECK']}, 'taxamt': {'type': 'numeric', 'constraints': ['CHECK']}, 'freight': {'type': 'numeric', 'constraints': ['CHECK']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"63,4,4,257,1534,5,2012-01-24 00:00:00,2012-02-02 00:00:00,429.345,34.3476,10.7336,2012-02-02 00:00:00","{'purchaseorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': []}, 'status': {'type': 'smallint', 'constraints': ['CHECK']}, 'employeeid': {'type': 'integer', 'constraints': []}, 'vendorid': {'type': 'integer', 'constraints': []}, 'shipmethodid': {'type': 'integer', 'constraints': []}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'subtotal': {'type': 'numeric', 'constraints': ['CHECK']}, 'taxamt': {'type': 'numeric', 'constraints': ['CHECK']}, 'freight': {'type': 'numeric', 'constraints': ['CHECK']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"64,5,3,261,1614,5,2012-01-24 00:00:00,2012-02-02 00:00:00,279.153,22.3322,6.9788,2012-02-02 00:00:00","{'purchaseorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': []}, 'status': {'type': 'smallint', 'constraints': ['CHECK']}, 'employeeid': {'type': 'integer', 'constraints': []}, 'vendorid': {'type': 'integer', 'constraints': []}, 'shipmethodid': {'type': 'integer', 'constraints': []}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'subtotal': {'type': 'numeric', 'constraints': ['CHECK']}, 'taxamt': {'type': 'numeric', 'constraints': ['CHECK']}, 'freight': {'type': 'numeric', 'constraints': ['CHECK']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"65,4,4,251,1588,5,2012-01-24 00:00:00,2012-02-02 00:00:00,40471.2,3237.696,1011.78,2012-02-02 00:00:00","{'purchaseorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': []}, 'status': {'type': 'smallint', 'constraints': ['CHECK']}, 'employeeid': {'type': 'integer', 'constraints': []}, 'vendorid': {'type': 'integer', 'constraints': []}, 'shipmethodid': {'type': 'integer', 'constraints': []}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'subtotal': {'type': 'numeric', 'constraints': ['CHECK']}, 'taxamt': {'type': 'numeric', 'constraints': ['CHECK']}, 'freight': {'type': 'numeric', 'constraints': ['CHECK']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"66,5,4,253,1622,5,2012-01-24 00:00:00,2012-02-02 00:00:00,563.5665,45.0853,14.0892,2012-02-02 00:00:00","{'purchaseorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': []}, 'status': {'type': 'smallint', 'constraints': ['CHECK']}, 'employeeid': {'type': 'integer', 'constraints': []}, 'vendorid': {'type': 'integer', 'constraints': []}, 'shipmethodid': {'type': 'integer', 'constraints': []}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'subtotal': {'type': 'numeric', 'constraints': ['CHECK']}, 'taxamt': {'type': 'numeric', 'constraints': ['CHECK']}, 'freight': {'type': 'numeric', 'constraints': ['CHECK']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
